,date,location,total_vaccinations,people_fully_vaccinated
1447,2/10/21,Nebraska,241067,70566
1496,2/11/21,Nebraska,247879,73704
1545,2/12/21,Nebraska,259906,78835
1594,2/13/21,Nebraska,273950,83670
1643,2/14/21,Nebraska,285708,88356
1692,2/15/21,Nebraska,,
1741,2/16/21,Nebraska,290626,90231
1790,2/17/21,Nebraska,294904,91998
1839,2/18/21,Nebraska,305057,96439
1888,2/19/21,Nebraska,347754,110603
1937,2/20/21,Nebraska,360582,114580
1986,2/21/21,Nebraska,372655,118472
2035,2/22/21,Nebraska,380648,118426
2084,2/23/21,Nebraska,392756,122653
2133,2/24/21,Nebraska,405896,129779
2182,2/25/21,Nebraska,422419,136378
2231,2/26/21,Nebraska,442310,143678
2280,2/27/21,Nebraska,443974,144571
2329,2/28/21,Nebraska,474439,158802
2378,3/1/21,Nebraska,476315,159766
2427,3/2/21,Nebraska,484888,162493
2476,3/3/21,Nebraska,497106,168026
2525,3/4/21,Nebraska,513497,175405
2574,3/5/21,Nebraska,535213,185032
2623,3/6/21,Nebraska,536126,185677
2672,3/7/21,Nebraska,556061,194104
2721,3/8/21,Nebraska,573413,203997
2770,3/9/21,Nebraska,594293,209383
2819,3/10/21,Nebraska,607373,215091
2868,3/11/21,Nebraska,629765,226435
2917,3/12/21,Nebraska,653385,240487
2966,3/13/21,Nebraska,666329,247438
3015,3/14/21,Nebraska,666417,247494
3064,3/15/21,Nebraska,684831,251322
3113,3/16/21,Nebraska,697176,258407
3162,3/17/21,Nebraska,712099,265864
3211,3/18/21,Nebraska,731885,276138
3260,3/19/21,Nebraska,754880,286226
3309,3/20/21,Nebraska,755802,286766
3358,3/21/21,Nebraska,775509,290474
3407,3/22/21,Nebraska,797409,295006
3456,3/23/21,Nebraska,804643,297906
3505,3/24/21,Nebraska,818325,301976
3554,3/25/21,Nebraska,836012,308676
3603,3/26/21,Nebraska,857343,318723
3652,3/27/21,Nebraska,858106,319276
3701,3/28/21,Nebraska,881787,328551
3750,3/29/21,Nebraska,900049,337174
3799,3/30/21,Nebraska,916701,347883
3848,3/31/21,Nebraska,940837,361958
27,1/12/21,Nevada,61653,8761
76,1/13/21,Nevada,61653,8761
125,1/14/21,Nevada,76844,
174,1/15/21,Nevada,83674,15308
223,1/16/21,Nevada,,
272,1/17/21,Nevada,,
321,1/18/21,Nevada,,
370,1/19/21,Nevada,102840,16665
419,1/20/21,Nevada,107133,17209
468,1/21/21,Nevada,115991,19296
517,1/22/21,Nevada,126458,20345
566,1/23/21,Nevada,137031,20972
615,1/24/21,Nevada,152203,22068
664,1/25/21,Nevada,159869,22279
713,1/26/21,Nevada,164362,22508
762,1/27/21,Nevada,174367,23852
811,1/28/21,Nevada,194942,26327
860,1/29/21,Nevada,210185,29163
909,1/30/21,Nevada,224192,31783
958,1/31/21,Nevada,241078,33923
1007,2/1/21,Nevada,248754,35559
1056,2/2/21,Nevada,253174,37568
1105,2/3/21,Nevada,279471,41227
1154,2/4/21,Nevada,291601,45735
1203,2/5/21,Nevada,304323,49925
1252,2/6/21,Nevada,322252,56456
1301,2/7/21,Nevada,334073,62654
1350,2/8/21,Nevada,346685,66755
1399,2/9/21,Nevada,351531,67651
1448,2/10/21,Nevada,366333,73088
1497,2/11/21,Nevada,379077,77555
1546,2/12/21,Nevada,394172,83485
1595,2/13/21,Nevada,411057,90476
1644,2/14/21,Nevada,428423,98469
1693,2/15/21,Nevada,,
1742,2/16/21,Nevada,446800,107905
1791,2/17/21,Nevada,453012,109852
1840,2/18/21,Nevada,466981,117870
1889,2/19/21,Nevada,522332,138633
1938,2/20/21,Nevada,555742,157477
1987,2/21/21,Nevada,569810,165269
2036,2/22/21,Nevada,586518,174793
2085,2/23/21,Nevada,598423,181901
2134,2/24/21,Nevada,606821,186083
2183,2/25/21,Nevada,622189,192590
2232,2/26/21,Nevada,642562,203549
2281,2/27/21,Nevada,665577,216234
2330,2/28/21,Nevada,685692,225648
2379,3/1/21,Nevada,715121,238432
2428,3/2/21,Nevada,723182,242435
2477,3/3/21,Nevada,733953,247311
2526,3/4/21,Nevada,750160,253502
2575,3/5/21,Nevada,773285,261159
2624,3/6/21,Nevada,800030,271618
2673,3/7/21,Nevada,829262,282424
2722,3/8/21,Nevada,855890,294908
2771,3/9/21,Nevada,864967,298403
2820,3/10/21,Nevada,878645,304199
2869,3/11/21,Nevada,904504,316682
2918,3/12/21,Nevada,930754,328394
2967,3/13/21,Nevada,958706,339960
3016,3/14/21,Nevada,989342,352638
3065,3/15/21,Nevada,1013805,360316
3114,3/16/21,Nevada,1020137,363581
3163,3/17/21,Nevada,1034347,370823
3212,3/18/21,Nevada,1062287,378958
3261,3/19/21,Nevada,1086559,386703
3310,3/20/21,Nevada,1116221,398417
3359,3/21/21,Nevada,1145354,410553
3408,3/22/21,Nevada,1164939,417067
3457,3/23/21,Nevada,1170434,418727
3506,3/24/21,Nevada,1185896,423335
3555,3/25/21,Nevada,1214518,433856
3604,3/26/21,Nevada,1243965,446240
3653,3/27/21,Nevada,1274357,458957
3702,3/28/21,Nevada,1303006,472434
3751,3/29/21,Nevada,1328018,483961
3800,3/30/21,Nevada,1335002,486838
3849,3/31/21,Nevada,1348526,492187
28,1/12/21,New Hampshire,50613,5
77,1/13/21,New Hampshire,55218,9
126,1/14/21,New Hampshire,58711,
175,1/15/21,New Hampshire,62517,5700
224,1/16/21,New Hampshire,,
273,1/17/21,New Hampshire,,
322,1/18/21,New Hampshire,,
371,1/19/21,New Hampshire,71556,7120
420,1/20/21,New Hampshire,75418,8013
469,1/21/21,New Hampshire,80639,10319
518,1/22/21,New Hampshire,85595,12575
567,1/23/21,New Hampshire,89816,13166
616,1/24/21,New Hampshire,93338,13355
665,1/25/21,New Hampshire,94623,13907
714,1/26/21,New Hampshire,97002,15542
763,1/27/21,New Hampshire,103080,18224
812,1/28/21,New Hampshire,110451,21781
861,1/29/21,New Hampshire,117408,25055
910,1/30/21,New Hampshire,123740,27544
959,1/31/21,New Hampshire,128313,29736
1008,2/1/21,New Hampshire,130515,30421
1057,2/2/21,New Hampshire,135799,32381
1106,2/3/21,New Hampshire,138271,34130
1155,2/4/21,New Hampshire,145086,36868
1204,2/5/21,New Hampshire,153145,40489
1253,2/6/21,New Hampshire,161178,43888
1302,2/7/21,New Hampshire,165887,45567
1351,2/8/21,New Hampshire,166603,46071
1400,2/9/21,New Hampshire,168727,47409
1449,2/10/21,New Hampshire,176192,50602
1498,2/11/21,New Hampshire,184103,53145
1547,2/12/21,New Hampshire,191114,55696
1596,2/13/21,New Hampshire,200675,59402
1645,2/14/21,New Hampshire,208541,61658
1694,2/15/21,New Hampshire,,
1743,2/16/21,New Hampshire,216649,65235
1792,2/17/21,New Hampshire,218316,66108
1841,2/18/21,New Hampshire,226863,69617
1890,2/19/21,New Hampshire,241386,74721
1939,2/20/21,New Hampshire,250296,78361
1988,2/21/21,New Hampshire,260809,81490
2037,2/22/21,New Hampshire,267893,85308
2086,2/23/21,New Hampshire,274267,86394
2135,2/24/21,New Hampshire,282235,88867
2184,2/25/21,New Hampshire,291248,91680
2233,2/26/21,New Hampshire,299874,94796
2282,2/27/21,New Hampshire,310769,97674
2331,2/28/21,New Hampshire,321602,99875
2380,3/1/21,New Hampshire,324806,100268
2429,3/2/21,New Hampshire,330538,101109
2478,3/3/21,New Hampshire,339484,103470
2527,3/4/21,New Hampshire,349825,106637
2576,3/5/21,New Hampshire,358497,109525
2625,3/6/21,New Hampshire,371111,114351
2674,3/7/21,New Hampshire,382103,117145
2723,3/8/21,New Hampshire,385485,120116
2772,3/9/21,New Hampshire,393931,123431
2821,3/10/21,New Hampshire,405366,128318
2870,3/11/21,New Hampshire,418658,134741
2919,3/12/21,New Hampshire,431296,140893
2968,3/13/21,New Hampshire,450103,150592
3017,3/14/21,New Hampshire,460696,155650
3066,3/15/21,New Hampshire,465226,158168
3115,3/16/21,New Hampshire,471480,161024
3164,3/17/21,New Hampshire,478758,163149
3213,3/18/21,New Hampshire,489626,167586
3262,3/19/21,New Hampshire,500911,172604
3311,3/20/21,New Hampshire,514422,178005
3360,3/21/21,New Hampshire,529948,184960
3409,3/22/21,New Hampshire,537577,190473
3458,3/23/21,New Hampshire,545500,194726
3507,3/24/21,New Hampshire,554889,200089
3556,3/25/21,New Hampshire,566168,206493
3605,3/26/21,New Hampshire,574612,211634
3654,3/27/21,New Hampshire,586018,219594
3703,3/28/21,New Hampshire,598445,228288
3752,3/29/21,New Hampshire,602562,230996
3801,3/30/21,New Hampshire,607126,234147
3850,3/31/21,New Hampshire,614984,239872
29,1/12/21,New Jersey,221045,14306
78,1/13/21,New Jersey,262982,26926
127,1/14/21,New Jersey,263422,
176,1/15/21,New Jersey,317070,36741
225,1/16/21,New Jersey,,
274,1/17/21,New Jersey,,
323,1/18/21,New Jersey,,
372,1/19/21,New Jersey,400148,43879
421,1/20/21,New Jersey,432220,49420
470,1/21/21,New Jersey,432220,49420
519,1/22/21,New Jersey,464363,56213
568,1/23/21,New Jersey,500889,61506
617,1/24/21,New Jersey,535625,65164
666,1/25/21,New Jersey,563141,69374
715,1/26/21,New Jersey,575733,72212
764,1/27/21,New Jersey,611862,79648
813,1/28/21,New Jersey,648215,88198
862,1/29/21,New Jersey,727426,108740
911,1/30/21,New Jersey,768944,117791
960,1/31/21,New Jersey,795440,123147
1009,2/1/21,New Jersey,810293,127552
1058,2/2/21,New Jersey,836584,137096
1107,2/3/21,New Jersey,851721,145570
1156,2/4/21,New Jersey,851721,145570
1205,2/5/21,New Jersey,884736,157642
1254,2/6/21,New Jersey,1041289,199040
1303,2/7/21,New Jersey,1074805,210601
1352,2/8/21,New Jersey,1094886,221465
1401,2/9/21,New Jersey,1096789,240470
1450,2/10/21,New Jersey,1148733,259944
1499,2/11/21,New Jersey,1196677,280021
1548,2/12/21,New Jersey,1252742,305518
1597,2/13/21,New Jersey,1309703,332888
1646,2/14/21,New Jersey,1349327,350955
1695,2/15/21,New Jersey,,
1744,2/16/21,New Jersey,1427336,383659
1793,2/17/21,New Jersey,1480413,407180
1842,2/18/21,New Jersey,1542174,433066
1891,2/19/21,New Jersey,1604448,458928
1940,2/20/21,New Jersey,1648599,484965
1989,2/21/21,New Jersey,1689031,510377
2038,2/22/21,New Jersey,1711610,551548
2087,2/23/21,New Jersey,1759059,576817
2136,2/24/21,New Jersey,1803596,599628
2185,2/25/21,New Jersey,1866378,631768
2234,2/26/21,New Jersey,1943116,670703
2283,2/27/21,New Jersey,2008524,700924
2332,2/28/21,New Jersey,2065666,722507
2381,3/1/21,New Jersey,2096498,730381
2430,3/2/21,New Jersey,2187330,758817
2479,3/3/21,New Jersey,2249861,779227
2528,3/4/21,New Jersey,2325257,801346
2577,3/5/21,New Jersey,2403077,829628
2626,3/6/21,New Jersey,2478696,857205
2675,3/7/21,New Jersey,2534361,878218
2724,3/8/21,New Jersey,2571874,898336
2773,3/9/21,New Jersey,2639438,923455
2822,3/10/21,New Jersey,2714949,953326
2871,3/11/21,New Jersey,2834934,998133
2920,3/12/21,New Jersey,2916801,1027702
2969,3/13/21,New Jersey,3011319,1063758
3018,3/14/21,New Jersey,3065373,1084991
3067,3/15/21,New Jersey,3112960,1104854
3116,3/16/21,New Jersey,3174729,1129830
3165,3/17/21,New Jersey,3254946,1162372
3214,3/18/21,New Jersey,3346883,1197797
3263,3/19/21,New Jersey,3431096,1227118
3312,3/20/21,New Jersey,3514899,1258003
3361,3/21/21,New Jersey,3581686,1284545
3410,3/22/21,New Jersey,3635504,1307969
3459,3/23/21,New Jersey,3636384,1310353
3508,3/24/21,New Jersey,3781744,1368524
3557,3/25/21,New Jersey,3869393,1405724
3606,3/26/21,New Jersey,3958836,1445318
3655,3/27/21,New Jersey,4053945,1491691
3704,3/28/21,New Jersey,4142916,1538648
3753,3/29/21,New Jersey,4204062,1566611
3802,3/30/21,New Jersey,4292515,1613922
3851,3/31/21,New Jersey,4381035,1659604
30,1/12/21,New Mexico,78235,11335
79,1/13/21,New Mexico,81855,12426
128,1/14/21,New Mexico,89415,
177,1/15/21,New Mexico,99305,18711
226,1/16/21,New Mexico,,
275,1/17/21,New Mexico,,
324,1/18/21,New Mexico,,
373,1/19/21,New Mexico,138150,23236
422,1/20/21,New Mexico,143302,24706
471,1/21/21,New Mexico,152465,27014
520,1/22/21,New Mexico,162045,29278
569,1/23/21,New Mexico,184698,33133
618,1/24/21,New Mexico,200141,34878
667,1/25/21,New Mexico,204670,35507
716,1/26/21,New Mexico,210136,35823
765,1/27/21,New Mexico,217075,38292
814,1/28/21,New Mexico,224692,41669
863,1/29/21,New Mexico,238755,46878
912,1/30/21,New Mexico,248321,50153
961,1/31/21,New Mexico,264147,56314
1010,2/1/21,New Mexico,275224,60099
1059,2/2/21,New Mexico,277617,60740
1108,2/3/21,New Mexico,284830,62821
1157,2/4/21,New Mexico,294566,67246
1206,2/5/21,New Mexico,306945,71951
1255,2/6/21,New Mexico,322611,78774
1304,2/7/21,New Mexico,331793,83100
1353,2/8/21,New Mexico,342786,87916
1402,2/9/21,New Mexico,346064,88738
1451,2/10/21,New Mexico,354627,92720
1500,2/11/21,New Mexico,369864,101665
1549,2/12/21,New Mexico,388806,111954
1598,2/13/21,New Mexico,399911,118379
1647,2/14/21,New Mexico,419882,128316
1696,2/15/21,New Mexico,,
1745,2/16/21,New Mexico,443359,137520
1794,2/17/21,New Mexico,447379,139262
1843,2/18/21,New Mexico,456034,144049
1892,2/19/21,New Mexico,562580,177122
1941,2/20/21,New Mexico,578916,186104
1990,2/21/21,New Mexico,595951,194771
2039,2/22/21,New Mexico,604732,200459
2088,2/23/21,New Mexico,612496,203441
2137,2/24/21,New Mexico,618666,206504
2186,2/25/21,New Mexico,634845,214411
2235,2/26/21,New Mexico,657118,224643
2284,2/27/21,New Mexico,678087,233526
2333,2/28/21,New Mexico,705538,245357
2382,3/1/21,New Mexico,711612,248615
2431,3/2/21,New Mexico,721489,254632
2480,3/3/21,New Mexico,735930,260535
2529,3/4/21,New Mexico,743904,264446
2578,3/5/21,New Mexico,765965,272879
2627,3/6/21,New Mexico,801111,288529
2676,3/7/21,New Mexico,814029,294681
2725,3/8/21,New Mexico,833881,303277
2774,3/9/21,New Mexico,839018,304689
2823,3/10/21,New Mexico,840633,305392
2872,3/11/21,New Mexico,867690,316298
2921,3/12/21,New Mexico,895586,326268
2970,3/13/21,New Mexico,913253,334582
3019,3/14/21,New Mexico,942171,348248
3068,3/15/21,New Mexico,952566,353640
3117,3/16/21,New Mexico,970496,363688
3166,3/17/21,New Mexico,983709,368179
3215,3/18/21,New Mexico,1004050,378563
3264,3/19/21,New Mexico,1031202,390600
3313,3/20/21,New Mexico,1060171,407096
3362,3/21/21,New Mexico,1085158,419226
3411,3/22/21,New Mexico,1098197,425109
3460,3/23/21,New Mexico,1101603,426426
3509,3/24/21,New Mexico,1111612,431463
3558,3/25/21,New Mexico,1135178,440243
3607,3/26/21,New Mexico,1162064,450916
3656,3/27/21,New Mexico,1191220,462221
3705,3/28/21,New Mexico,1224826,477055
3754,3/29/21,New Mexico,1239316,485160
3803,3/30/21,New Mexico,1242292,486883
3852,3/31/21,New Mexico,1258002,493018
31,1/12/21,North Carolina,211610,19293
80,1/13/21,North Carolina,266938,35148
129,1/14/21,North Carolina,268212,
178,1/15/21,North Carolina,302824,42790
227,1/16/21,North Carolina,,
276,1/17/21,North Carolina,,
325,1/18/21,North Carolina,,
374,1/19/21,North Carolina,400779,54012
423,1/20/21,North Carolina,427480,58407
472,1/21/21,North Carolina,473282,66736
521,1/22/21,North Carolina,524914,74427
570,1/23/21,North Carolina,577007,79197
619,1/24/21,North Carolina,636439,83752
668,1/25/21,North Carolina,676037,86064
717,1/26/21,North Carolina,699722,87292
766,1/27/21,North Carolina,716748,88145
815,1/28/21,North Carolina,849801,120480
864,1/29/21,North Carolina,851223,120946
913,1/30/21,North Carolina,898736,135263
962,1/31/21,North Carolina,951657,149906
1011,2/1/21,North Carolina,975743,155824
1060,2/2/21,North Carolina,976153,155973
1109,2/3/21,North Carolina,1026683,170087
1158,2/4/21,North Carolina,1063474,186914
1207,2/5/21,North Carolina,1110074,206642
1256,2/6/21,North Carolina,1171240,230372
1305,2/7/21,North Carolina,1242541,262031
1354,2/8/21,North Carolina,1274361,273763
1403,2/9/21,North Carolina,1287493,280303
1452,2/10/21,North Carolina,1336079,300991
1501,2/11/21,North Carolina,1382652,330758
1550,2/12/21,North Carolina,1447413,370032
1599,2/13/21,North Carolina,1523425,406851
1648,2/14/21,North Carolina,1617435,448878
1697,2/15/21,North Carolina,,
1746,2/16/21,North Carolina,1684845,483989
1795,2/17/21,North Carolina,1734825,509113
1844,2/18/21,North Carolina,1782267,540933
1893,2/19/21,North Carolina,1959215,616620
1942,2/20/21,North Carolina,2008811,651958
1991,2/21/21,North Carolina,2068505,691447
2040,2/22/21,North Carolina,2105120,706245
2089,2/23/21,North Carolina,2118218,714869
2138,2/24/21,North Carolina,2164489,743827
2187,2/25/21,North Carolina,2210412,771618
2236,2/26/21,North Carolina,2284698,801324
2285,2/27/21,North Carolina,2366027,829122
2334,2/28/21,North Carolina,2467755,859255
2383,3/1/21,North Carolina,2525579,875367
2432,3/2/21,North Carolina,2545103,882572
2481,3/3/21,North Carolina,2606912,904005
2530,3/4/21,North Carolina,2661523,930616
2579,3/5/21,North Carolina,2680413,936887
2628,3/6/21,North Carolina,2760801,963741
2677,3/7/21,North Carolina,2830672,987326
2726,3/8/21,North Carolina,2881950,1007844
2775,3/9/21,North Carolina,2909142,1015937
2824,3/10/21,North Carolina,2979031,1040603
2873,3/11/21,North Carolina,3048105,1071902
2922,3/12/21,North Carolina,3165928,1129823
2971,3/13/21,North Carolina,3391675,1206651
3020,3/14/21,North Carolina,3414474,1219606
3069,3/15/21,North Carolina,3480495,1253054
3118,3/16/21,North Carolina,3564207,1289585
3167,3/17/21,North Carolina,3630467,1321297
3216,3/18/21,North Carolina,3724856,1354397
3265,3/19/21,North Carolina,3813176,1383634
3314,3/20/21,North Carolina,3903284,1404292
3363,3/21/21,North Carolina,4002867,1436129
3412,3/22/21,North Carolina,4064069,1460412
3461,3/23/21,North Carolina,4092184,1469139
3510,3/24/21,North Carolina,4167233,1489849
3559,3/25/21,North Carolina,4240056,1514708
3608,3/26/21,North Carolina,4343898,1558659
3657,3/27/21,North Carolina,4456503,1604103
3706,3/28/21,North Carolina,4549839,1653037
3755,3/29/21,North Carolina,4596429,1678682
3804,3/30/21,North Carolina,4609430,1684002
3853,3/31/21,North Carolina,4691515,1724042
32,1/12/21,North Dakota,39479,5815
81,1/13/21,North Dakota,40728,6395
130,1/14/21,North Dakota,42774,
179,1/15/21,North Dakota,46410,7555
228,1/16/21,North Dakota,,
277,1/17/21,North Dakota,,
326,1/18/21,North Dakota,,
375,1/19/21,North Dakota,56608,8641
424,1/20/21,North Dakota,57657,8954
473,1/21/21,North Dakota,59245,9881
522,1/22/21,North Dakota,64105,12428
571,1/23/21,North Dakota,68999,14412
620,1/24/21,North Dakota,73175,15589
669,1/25/21,North Dakota,75242,15680
718,1/26/21,North Dakota,75457,15742
767,1/27/21,North Dakota,77230,16952
816,1/28/21,North Dakota,80051,18244
865,1/29/21,North Dakota,86175,20700
914,1/30/21,North Dakota,91585,22968
963,1/31/21,North Dakota,97915,25359
1012,2/1/21,North Dakota,99481,26136
1061,2/2/21,North Dakota,99990,26493
1110,2/3/21,North Dakota,103572,27418
1159,2/4/21,North Dakota,106900,28847
1208,2/5/21,North Dakota,112827,30829
1257,2/6/21,North Dakota,120742,35123
1306,2/7/21,North Dakota,126822,37651
1355,2/8/21,North Dakota,129780,38417
1404,2/9/21,North Dakota,129780,38417
1453,2/10/21,North Dakota,130019,39154
1502,2/11/21,North Dakota,133616,40721
1551,2/12/21,North Dakota,139392,43276
1600,2/13/21,North Dakota,144179,45474
1649,2/14/21,North Dakota,148916,47552
1698,2/15/21,North Dakota,,
1747,2/16/21,North Dakota,153427,49263
1796,2/17/21,North Dakota,154087,49615
1845,2/18/21,North Dakota,156751,50438
1894,2/19/21,North Dakota,182325,58099
1943,2/20/21,North Dakota,188496,61624
1992,2/21/21,North Dakota,194406,65293
2041,2/22/21,North Dakota,196365,63546
2090,2/23/21,North Dakota,196576,63709
2139,2/24/21,North Dakota,199813,64769
2188,2/25/21,North Dakota,203911,66374
2237,2/26/21,North Dakota,212625,69636
2286,2/27/21,North Dakota,225330,74353
2335,2/28/21,North Dakota,234209,77942
2384,3/1/21,North Dakota,238585,79483
2433,3/2/21,North Dakota,238848,79607
2482,3/3/21,North Dakota,241181,80709
2531,3/4/21,North Dakota,246289,82964
2580,3/5/21,North Dakota,255282,86601
2629,3/6/21,North Dakota,264133,88541
2678,3/7/21,North Dakota,272721,90596
2727,3/8/21,North Dakota,275989,91455
2776,3/9/21,North Dakota,277845,91874
2825,3/10/21,North Dakota,280757,93608
2874,3/11/21,North Dakota,286495,96489
2923,3/12/21,North Dakota,297605,100996
2972,3/13/21,North Dakota,308699,106812
3021,3/14/21,North Dakota,317029,110128
3070,3/15/21,North Dakota,321677,113549
3119,3/16/21,North Dakota,321693,113616
3168,3/17/21,North Dakota,325202,114769
3217,3/18/21,North Dakota,330516,117049
3266,3/19/21,North Dakota,340554,120838
3315,3/20/21,North Dakota,350706,125067
3364,3/21/21,North Dakota,357236,128013
3413,3/22/21,North Dakota,360501,129480
3462,3/23/21,North Dakota,360592,129550
3511,3/24/21,North Dakota,363148,130409
3560,3/25/21,North Dakota,369029,132641
3609,3/26/21,North Dakota,379564,138883
3658,3/27/21,North Dakota,390760,144728
3707,3/28/21,North Dakota,397822,149705
3756,3/29/21,North Dakota,401626,151984
3805,3/30/21,North Dakota,410932,153845
3854,3/31/21,North Dakota,413386,154549
33,1/12/21,Ohio,311890,
82,1/13/21,Ohio,329318,
131,1/14/21,Ohio,348424,
180,1/15/21,Ohio,375428,13552
229,1/16/21,Ohio,,
278,1/17/21,Ohio,,
327,1/18/21,Ohio,,
376,1/19/21,Ohio,472084,27139
425,1/20/21,Ohio,487481,30910
474,1/21/21,Ohio,487481,30910
523,1/22/21,Ohio,545499,44761
572,1/23/21,Ohio,594924,59153
621,1/24/21,Ohio,647104,71344
670,1/25/21,Ohio,685622,76949
719,1/26/21,Ohio,708026,80329
768,1/27/21,Ohio,746249,88834
817,1/28/21,Ohio,789869,106035
866,1/29/21,Ohio,843099,125794
915,1/30/21,Ohio,911004,150948
964,1/31/21,Ohio,954013,163622
1013,2/1/21,Ohio,1004624,179168
1062,2/2/21,Ohio,1045139,189502
1111,2/3/21,Ohio,1085391,200784
1160,2/4/21,Ohio,1128082,217948
1209,2/5/21,Ohio,1177237,239651
1258,2/6/21,Ohio,1242487,265445
1307,2/7/21,Ohio,1293965,285694
1356,2/8/21,Ohio,1346320,306072
1405,2/9/21,Ohio,1373728,312725
1454,2/10/21,Ohio,1406437,326984
1503,2/11/21,Ohio,1459174,349390
1552,2/12/21,Ohio,1540491,375675
1601,2/13/21,Ohio,1613153,409487
1650,2/14/21,Ohio,1691925,447697
1699,2/15/21,Ohio,,
1748,2/16/21,Ohio,1794982,482839
1797,2/17/21,Ohio,1825178,496235
1846,2/18/21,Ohio,1861434,514513
1895,2/19/21,Ohio,1999736,563650
1944,2/20/21,Ohio,2066995,602623
1993,2/21/21,Ohio,2140688,649412
2042,2/22/21,Ohio,2196607,685269
2091,2/23/21,Ohio,2228732,705186
2140,2/24/21,Ohio,2288128,738512
2189,2/25/21,Ohio,2351582,775137
2238,2/26/21,Ohio,2413164,804998
2287,2/27/21,Ohio,2501854,848008
2336,2/28/21,Ohio,2599806,896436
2385,3/1/21,Ohio,2660844,920316
2434,3/2/21,Ohio,2723208,948185
2483,3/3/21,Ohio,2790056,975219
2532,3/4/21,Ohio,2850454,999780
2581,3/5/21,Ohio,2918114,1021509
2630,3/6/21,Ohio,3027215,1059485
2679,3/7/21,Ohio,3131288,1103680
2728,3/8/21,Ohio,3203772,1151455
2777,3/9/21,Ohio,3255735,1178428
2826,3/10/21,Ohio,3316480,1209855
2875,3/11/21,Ohio,3391091,1242387
2924,3/12/21,Ohio,3494036,1287051
2973,3/13/21,Ohio,3624261,1342826
3022,3/14/21,Ohio,3732147,1387721
3071,3/15/21,Ohio,3819317,1426711
3120,3/16/21,Ohio,3862956,1446823
3169,3/17/21,Ohio,3928456,1474716
3218,3/18/21,Ohio,4018634,1503314
3267,3/19/21,Ohio,4124492,1538853
3316,3/20/21,Ohio,4240062,1576541
3365,3/21/21,Ohio,4364513,1620154
3414,3/22/21,Ohio,4447020,1650203
3463,3/23/21,Ohio,4499814,1667152
3512,3/24/21,Ohio,4582163,1689653
3561,3/25/21,Ohio,4679419,1722559
3610,3/26/21,Ohio,4805634,1771700
3659,3/27/21,Ohio,4946129,1824671
3708,3/28/21,Ohio,5074719,1885553
3757,3/29/21,Ohio,5168120,1919893
3806,3/30/21,Ohio,5219217,1939120
3855,3/31/21,Ohio,5295592,1970300
34,1/12/21,Oklahoma,157843,17463
83,1/13/21,Oklahoma,172403,22278
132,1/14/21,Oklahoma,187266,
181,1/15/21,Oklahoma,203410,28917
230,1/16/21,Oklahoma,,
279,1/17/21,Oklahoma,,
328,1/18/21,Oklahoma,,
377,1/19/21,Oklahoma,242093,30919
426,1/20/21,Oklahoma,251684,32308
475,1/21/21,Oklahoma,267434,34706
524,1/22/21,Oklahoma,287502,37435
573,1/23/21,Oklahoma,304806,39290
622,1/24/21,Oklahoma,322810,41289
671,1/25/21,Oklahoma,326546,41634
720,1/26/21,Oklahoma,328874,41814
769,1/27/21,Oklahoma,345144,46596
818,1/28/21,Oklahoma,363253,52465
867,1/29/21,Oklahoma,386688,60680
916,1/30/21,Oklahoma,410305,68510
965,1/31/21,Oklahoma,437985,78459
1014,2/1/21,Oklahoma,443581,80231
1063,2/2/21,Oklahoma,445675,80465
1112,2/3/21,Oklahoma,462440,87596
1161,2/4/21,Oklahoma,484384,99354
1210,2/5/21,Oklahoma,510693,114208
1259,2/6/21,Oklahoma,541252,131556
1308,2/7/21,Oklahoma,573746,145610
1357,2/8/21,Oklahoma,586054,151019
1406,2/9/21,Oklahoma,588207,152243
1455,2/10/21,Oklahoma,606406,162188
1504,2/11/21,Oklahoma,628361,172509
1553,2/12/21,Oklahoma,640353,178566
1602,2/13/21,Oklahoma,660835,188852
1651,2/14/21,Oklahoma,682354,201044
1700,2/15/21,Oklahoma,,
1749,2/16/21,Oklahoma,694616,206173
1798,2/17/21,Oklahoma,696437,206905
1847,2/18/21,Oklahoma,700440,209203
1896,2/19/21,Oklahoma,813518,240890
1945,2/20/21,Oklahoma,830903,251032
1994,2/21/21,Oklahoma,865961,274345
2043,2/22/21,Oklahoma,891227,288951
2092,2/23/21,Oklahoma,906583,298327
2141,2/24/21,Oklahoma,935457,309461
2190,2/25/21,Oklahoma,967522,324341
2239,2/26/21,Oklahoma,1006064,345705
2288,2/27/21,Oklahoma,1046995,367540
2337,2/28/21,Oklahoma,1095362,393028
2386,3/1/21,Oklahoma,1119049,400460
2435,3/2/21,Oklahoma,1124662,401779
2484,3/3/21,Oklahoma,1147833,411725
2533,3/4/21,Oklahoma,1181414,426191
2582,3/5/21,Oklahoma,1213040,435582
2631,3/6/21,Oklahoma,1246152,447602
2680,3/7/21,Oklahoma,1278427,458310
2729,3/8/21,Oklahoma,1300639,465461
2778,3/9/21,Oklahoma,1307274,468285
2827,3/10/21,Oklahoma,1334818,479038
2876,3/11/21,Oklahoma,1364914,486421
2925,3/12/21,Oklahoma,1398278,493020
2974,3/13/21,Oklahoma,1435464,502588
3023,3/14/21,Oklahoma,1465197,513020
3072,3/15/21,Oklahoma,1483295,517222
3121,3/16/21,Oklahoma,1488390,517951
