,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate
3395,Virginia,3/20/21,603745,10104,,,7055.013292,6273145,1.675905291,73494.59359
3396,Washington,3/20/21,354782,5174,,,4659.054303,5651370,1.458360345,74214.70006
3397,West Virginia,3/20/21,137478,2600,,,7671.13412,2374807,1.891211685,132511.8419
3398,Wisconsin,3/20/21,628969,7240,,,10802.50974,7359017,1.151090117,126390.7328
3399,Wyoming,3/20/21,55581,693,,,9603.479168,669237,1.246828952,115633.1046
3400,Alabama,3/21/21,511460,10436,,,10431.17892,2375666,2.040433269,48451.48613
3401,Alaska,3/21/21,61165,310,,,8350.272369,1824902,0.507481256,249458.6116
3402,Arizona,3/21/21,836253,16745,,,11489.01654,8290756,2.002384446,113904.085
3403,Arkansas,3/21/21,328655,5539,,,10890.53497,2810500,1.685353943,93130.63406
3404,California,3/21/21,3641876,57404,,,9215.135782,52039801,1.579328253,131705.5763
3405,Colorado,3/21/21,450630,6073,,,7825.154687,6720931,1.347668819,116708.4409
3406,Connecticut,3/21/21,296691,7832,,,8321.658256,6877464,2.639783478,192900.7118
3407,Delaware,3/21/21,92287,1529,,,9477.347694,1514610,1.656788063,155541.7945
3408,Florida,3/21/21,2008349,32742,,,9350.840826,23357150,1.630294336,108750.5169
3409,Georgia,3/21/21,1045694,18530,,,9848.849387,7612987,1.772028911,71702.77571
3410,Hawaii,3/21/21,29830,454,,,2056.68309,1209327,1.555631868,85412.17003
3411,Idaho,3/21/21,177420,1941,,,9928.010453,664181,1.094014204,37166.02362
3412,Illinois,3/21/21,1221775,23357,,,9641.668707,19558920,1.911726791,154349.7182
3413,Indiana,3/21/21,677905,12946,,,10069.5625,8624407,1.909707112,128106.4535
3414,Iowa,3/21/21,345785,5675,,,10959.66175,1350867,1.641193227,42815.75369
3415,Kansas,3/21/21,301519,4798,,,10349.69111,1298420,1.591276172,44568.48798
3416,Kentucky,3/21/21,420828,5738,,,9419.400211,4088421,1.363502429,91511.1961
3417,Louisiana,3/21/21,439737,9988,,,9459.162957,5885264,2.271357652,126597.6509
3418,Maine,3/21/21,48464,729,,,3605.383675,1669404,1.50420931,124192.0173
3419,Maryland,3/21/21,400023,8170,,,6616.675047,8463097,2.042382563,139985.8577
3420,Massachusetts,3/21/21,614668,16867,,,8917.9214,17931886,2.744082985,260165.0808
3421,Michigan,3/21/21,691070,16906,,,6919.794686,11104442,2.44635131,111190.5578
3422,Minnesota,3/21/21,505224,6850,,,8958.456864,7424801,1.355834244,131653.998
3423,Mississippi,3/21/21,302837,6956,,,10175.46501,1804320,2.296945221,60625.99688
3424,Missouri,3/21/21,575253,8718,,,9372.867592,4737537,1.51550709,77190.91776
3425,Montana,3/21/21,103060,1414,,,9642.788306,1168518,1.372016301,109332.1532
3426,Nebraska,3/21/21,206388,2135,,,10669.31071,2517512,1.034459368,130143.7959
3427,Nevada,3/21/21,301178,5172,,,9778.011244,2877909,1.717256905,93433.87153
3428,New Hampshire,3/21/21,80543,1217,,,5923.538164,1574693,1.510994127,115810.8598
3429,New Jersey,3/21/21,865886,24174,,,9748.564262,11644702,2.79182248,131101.699
3430,New Mexico,3/21/21,189731,3889,,,9048.472718,2911416,2.049744111,138848.5184
3431,New York,3/21/21,1782769,49426,,,9164.229624,42552274,2.772428733,218737.7108
3432,North Carolina,3/21/21,895263,11820,,,8536.001428,10211781,1.32028242,97365.55314
3433,North Dakota,3/21/21,101651,1492,,,13338.94093,1448603,1.467767164,190089.9139
3434,Ohio,3/21/21,999750,18919,,,8552.839825,10673786,1.83435859,91314.01049
3435,Oklahoma,3/21/21,435755,4788,,,10980.39384,3671020,1.101979097,92773.4876
3436,Oregon,3/21/21,161531,2363,,,3829.802569,4038731,1.462877095,95755.87572
3437,Pennsylvania,3/21/21,988656,24796,,,7722.674969,11263489,2.508051334,87982.33618
3438,Rhode Island,3/21/21,133039,2595,,,12558.41965,3323071,1.950555852,313686.3638
3439,South Carolina,3/21/21,541582,9007,,,10518.78197,5443276,1.663090723,105721.0791
3440,South Dakota,3/21/21,115867,1923,,,13097.36294,712963,1.659661508,80591.84386
3441,Tennessee,3/21/21,798621,11709,,,11694.25468,7060847,1.46615228,103392.4015
3442,Texas,3/21/21,2754616,47346,,,9500.025193,20683375,1.718787664,71332.11438
3443,Utah,3/21/21,381629,2062,,,11903.74297,3007682,0.540315332,93815.38997
3444,Vermont,3/21/21,17740,219,,,2842.998835,1243565,1.234498309,199292.776
3445,Virginia,3/21/21,604904,10117,,,7086.903561,6295968,1.672496793,73761.98214
3446,Washington,3/21/21,354782,5174,,,4659.054303,5671210,1.458360345,74475.24213
3447,West Virginia,3/21/21,137826,2606,,,7690.55217,2382122,1.890789836,132920.0116
3448,Wisconsin,3/21/21,629407,7240,,,10810.03237,7379734,1.150289082,126746.5462
3449,Wyoming,3/21/21,55581,693,,,9603.479168,669237,1.246828952,115633.1046
3450,Alabama,3/22/21,511779,10436,,,10437.68489,2378119,2.039161435,48501.51483
3451,Alaska,3/22/21,61517,310,,,8397.979618,1824902,0.504598356,249458.6116
3452,Arizona,3/22/21,836737,16745,,,11495.66606,8321966,2.001226192,114332.8694
3453,Arkansas,3/22/21,328707,5544,,,10892.25808,2813478,1.686608439,93229.31509
3454,California,3/22/21,3645303,57662,,,9223.69769,52250830,1.581072568,132239.6616
3455,Colorado,3/22/21,450934,6070,,,7830.433623,6742446,1.346094994,117082.0472
3456,Connecticut,3/22/21,299667,7841,,,8405.129797,6877464,2.616571061,192900.7118
3457,Delaware,3/22/21,92429,1531,,,9491.930283,1521536,1.656406539,156253.0552
3458,Florida,3/22/21,2011211,32779,,,9364.166253,23357150,1.629814077,108750.5169
3459,Georgia,3/22/21,1046382,18556,,,9855.329302,7629922,1.773348548,71862.27769
3460,Hawaii,3/22/21,29915,454,,,2062.192063,1215107,1.551476129,85820.39902
3461,Idaho,3/22/21,177760,1946,,,9947.036062,664181,1.094734473,37166.02362
3462,Illinois,3/22/21,1222992,23379,,,9651.272694,19629022,1.911623298,154902.9299
3463,Indiana,3/22/21,678416,12947,,,10077.15287,8649905,1.908416075,128485.1993
3464,Iowa,3/22/21,346217,5675,,,10973.354,1351996,1.639145391,42851.53737
3465,Kansas,3/22/21,301898,4806,,,10362.70035,1298420,1.5919284,44568.48798
3466,Kentucky,3/22/21,421121,5799,,,9425.958435,4088421,1.377038903,91511.1961
3467,Louisiana,3/22/21,441066,10030,,,9487.751017,5885264,2.274036085,126597.6509
3468,Maine,3/22/21,48642,729,,,3618.625633,1706995,1.498704823,126988.5256
3469,Maryland,3/22/21,400705,8184,,,6627.95583,8494731,2.04240027,140509.1073
3470,Massachusetts,3/22/21,615874,16894,,,8935.418672,18008712,2.743093555,261279.7122
3471,Michigan,3/22/21,696838,16912,,,6977.550595,11104442,2.426962938,111190.5578
3472,Minnesota,3/22/21,506376,6850,,,8978.883729,7451672,1.352749735,132130.4653
3473,Mississippi,3/22/21,302932,6956,,,10178.65705,1804394,2.296224895,60628.48332
3474,Missouri,3/22/21,575562,8719,,,9377.902274,4747454,1.514867208,77352.5001
3475,Montana,3/22/21,103098,1414,,,9646.343768,1170524,1.371510602,109519.8442
3476,Nebraska,3/22/21,206571,2135,,,10678.77097,2520903,1.033542946,130319.095
3477,Nevada,3/22/21,301334,5174,,,9783.075922,2883938,1.717031599,93629.60837
3478,New Hampshire,3/22/21,80750,1217,,,5938.761987,1589271,1.507120743,116882.9994
3479,New Jersey,3/22/21,869037,24181,,,9784.039747,11645357,2.782505233,131109.0733
3480,New Mexico,3/22/21,189893,3892,,,9056.19867,2919549,2.049575287,139236.3898
3481,New York,3/22/21,1785565,49444,,,9178.602313,42798540,2.769095496,220003.6281
3482,North Carolina,3/22/21,898102,11836,,,8563.070242,10211781,1.317890396,97365.55314
3483,North Dakota,3/22/21,101701,1492,,,13345.50207,1449147,1.467045555,190161.2992
3484,Ohio,3/22/21,1001194,18931,,,8565.193214,10700920,1.831712935,91546.14128
3485,Oklahoma,3/22/21,436730,4788,,,11004.62955,3671020,1.099552187,92773.4876
3486,Oregon,3/22/21,161706,2365,,,3833.951714,4038731,1.462530766,95755.87572
3487,Pennsylvania,3/22/21,991089,24774,,,7734.34503,11263489,2.50446902,87982.33618
3488,Rhode Island,3/22/21,134039,2604,,,12652.81618,3323071,1.942718164,313686.3638
3489,South Carolina,3/22/21,542203,9027,,,10530.84324,5464266,1.664874595,106128.7537
3490,South Dakota,3/22/21,115972,1923,,,13109.23192,712963,1.658158866,80591.84386
3491,Tennessee,3/22/21,801645,11713,,,11738.53529,7060847,1.461120571,103392.4015
3492,Texas,3/22/21,2757552,47446,,,9510.150769,20739846,1.720584054,71526.86963
3493,Utah,3/22/21,381788,2062,,,11908.70248,3013340,0.540090312,93991.87388
3494,Vermont,3/22/21,17839,219,,,2858.864499,1252179,1.22764729,200673.249
3495,Virginia,3/22/21,605967,10127,,,7099.357403,6313570,1.671213119,73968.20275
3496,Washington,3/22/21,355986,5183,,,4674.865425,5671210,1.455956133,74475.24213
3497,West Virginia,3/22/21,138102,2612,,,7705.952692,2387879,1.891355665,133241.2464
3498,Wisconsin,3/22/21,629787,7240,,,10816.55885,7402565,1.149595022,127138.6674
3499,Wyoming,3/22/21,55730,693,,,9629.223908,669237,1.243495424,115633.1046
3500,Alabama,3/23/21,511789,10450,,,10437.88884,2379815,2.041857093,48536.10459
3501,Alaska,3/23/21,61694,312,,,8422.038289,1843027,0.506403077,251936.2445
3502,Arizona,3/23/21,837244,16798,,,11502.63158,8342836,2.006344626,114619.5957
3503,Arkansas,3/23/21,328946,5547,,,10900.17775,2815482,1.686295015,93295.72099
3504,California,3/23/21,3647808,57843,,,9229.905895,52408982,1.584835071,132639.9226
3505,Colorado,3/23/21,452304,6074,,,7854.223566,6744675,1.342902119,117120.7536
3506,Connecticut,3/23/21,300565,7845,,,8430.317111,6952641,2.610084341,195009.2938
3507,Delaware,3/23/21,92609,1535,,,9510.415255,1523828,1.65750629,156488.4305
3508,Florida,3/23/21,2016513,32820,,,9388.85228,23454784,1.627562034,109205.0992
3509,Georgia,3/23/21,1048173,18588,,,9872.197802,7641150,1.77337138,71968.0284
3510,Hawaii,3/23/21,29916,454,,,2064.875921,1221397,1.54945957,86264.64822
3511,Idaho,3/23/21,178119,1951,,,9967.124867,666289,1.095335141,37283.9824
3512,Illinois,3/23/21,1224804,23391,,,9665.572138,19676396,1.909774952,155276.783
3513,Indiana,3/23/21,679079,12959,,,10087.00103,8662932,1.908319945,128678.7016
3514,Iowa,3/23/21,346984,5683,,,10997.66408,1353498,1.637827681,42899.14328
3515,Kansas,3/23/21,301927,4806,,,10363.69578,1302135,1.591775495,44696.00599
3516,Kentucky,3/23/21,421999,5814,,,9445.610724,4101147,1.377728383,91796.04237
3517,Louisiana,3/23/21,441771,10037,,,9502.91624,5921236,2.271991597,127371.443
3518,Maine,3/23/21,48773,731,,,3628.37112,1709350,1.498780063,127163.7212
3519,Maryland,3/23/21,401427,8195,,,6639.898241,8511991,2.041467066,140794.6004
3520,Massachusetts,3/23/21,617695,16915,,,8961.838682,18045581,2.738406495,261814.6267
3521,Michigan,3/23/21,701378,16932,,,7023.010342,11160380,2.414104805,111750.6739
3522,Minnesota,3/23/21,507231,6857,,,8994.044292,7469658,1.351849552,132449.3868
3523,Mississippi,3/23/21,303238,6977,,,10188.93879,1818302,2.300833009,61095.79863
3524,Missouri,3/23/21,576071,8773,,,9386.195651,4755127,1.522902559,77477.5199
3525,Montana,3/23/21,103452,1419,,,9679.465708,1171632,1.371650621,109623.514
3526,Nebraska,3/23/21,206707,2137,,,10685.80155,2524603,1.033830494,130510.368
3527,Nevada,3/23/21,301481,5188,,,9787.848408,2889644,1.720838129,93814.85873
3528,New Hampshire,3/23/21,81132,1218,,,5966.856192,1591316,1.50125721,117033.399
3529,New Jersey,3/23/21,873840,24242,,,9838.114249,11645915,2.774192072,131115.3556
3530,New Mexico,3/23/21,190064,3903,,,9064.353841,2926336,2.053518815,139560.069
3531,New York,3/23/21,1788874,49462,,,9195.612053,42950868,2.764979535,220786.6621
3532,North Carolina,3/23/21,899164,11854,,,8573.196019,10261464,1.318335698,97839.26216
3533,North Dakota,3/23/21,101865,1494,,,13367.02263,1449609,1.466647033,190221.9242
3534,Ohio,3/23/21,1002822,18942,,,8579.120719,10724326,1.832927479,91746.37911
3535,Oklahoma,3/23/21,436929,4788,,,11009.27957,3688487,1.099087766,93214.9111
3536,Oregon,3/23/21,162016,2367,,,3841.301627,4073496,1.460966818,96580.1329
3537,Pennsylvania,3/23/21,994694,24817,,,7757.083684,11317698,2.500652024,88405.7782
3538,Rhode Island,3/23/21,134336,2606,,,12680.85195,3361947,1.939911863,317356.1232
3539,South Carolina,3/23/21,542912,9030,,,10544.61366,5475940,1.663252977,106355.4899
3540,South Dakota,3/23/21,116100,1923,,,13123.70077,712963,1.656330749,80591.84386
3541,Tennessee,3/23/21,803104,11747,,,11759.89951,7095011,1.462699725,103892.667
3542,Texas,3/23/21,2762270,47527,,,9526.422046,20793857,1.720577641,71713.14091
3543,Utah,3/23/21,382171,2077,,,11920.64899,3016876,0.543473995,94102.16852
3544,Vermont,3/23/21,17933,220,,,2873.928867,1255480,1.226788602,201202.2648
3545,Virginia,3/23/21,607234,10137,,,7114.201257,6324508,1.669372927,74096.34962
3546,Washington,3/23/21,356536,5186,,,4682.088113,5711583,1.454551574,75005.42687
3547,West Virginia,3/23/21,138429,2613,,,7724.198964,2392677,1.887610255,133508.97
3548,Wisconsin,3/23/21,629787,7240,,,10816.55885,7414068,1.149595022,127336.2309
3549,Wyoming,3/23/21,55799,695,,,9641.145969,672655,1.245542035,116223.6786
3550,Alabama,3/24/21,512711,10487,,,10456.69295,2381554,2.045401796,48571.57134
3551,Alaska,3/24/21,61914,312,,,8451.97493,1849135,0.504609413,252771.1897
3552,Arizona,3/24/21,837849,16842,,,11510.94348,8355452,2.010147413,114792.923
3553,Arkansas,3/24/21,329177,5560,,,10907.83232,2819737,1.6890609,93436.71756
3554,California,3/24/21,3650638,58067,,,9236.956878,52525010,1.588474974,132933.5735
3555,Colorado,3/24/21,453520,6077,,,7875.339311,6763424,1.339962956,117446.3285
3556,Connecticut,3/24/21,302022,7852,,,8471.183386,6970161,2.59981061,195500.6988
3557,Delaware,3/24/21,92819,1535,,,9531.981055,1527022,1.653756235,156816.436
3558,Florida,3/24/21,2021656,32850,,,9412.798006,23272104,1.624905523,108354.5441
3559,Georgia,3/24/21,1049397,18660,,,9883.726023,7656010,1.778164031,72107.98703
3560,Hawaii,3/24/21,29974,457,,,2068.760453,1225693,1.556792189,86568.06547
3561,Idaho,3/24/21,178544,1952,,,9990.906878,667598,1.093287929,37357.23099
3562,Illinois,3/24/21,1227613,23408,,,9687.739434,19726135,1.906789843,155669.2996
3563,Indiana,3/24/21,680046,12975,,,10101.3648,8681198,1.907959167,128950.0238
3564,Iowa,3/24/21,347592,5689,,,11016.93465,1355863,1.636688992,42974.102
3565,Kansas,3/24/21,302497,4836,,,10383.26112,1302135,1.598693541,44696.00599
3566,Kentucky,3/24/21,422694,5863,,,9461.166921,4105112,1.387055411,91884.79103
3567,Louisiana,3/24/21,442221,10056,,,9512.59617,5938201,2.273976134,127736.3764
3568,Maine,3/24/21,48972,731,,,3643.175332,1711825,1.4926897,127347.8439
3569,Maryland,3/24/21,402600,8214,,,6659.300525,8524947,2.04023845,141008.9022
3570,Massachusetts,3/24/21,619816,16970,,,8992.611247,18094681,2.737909315,262526.9949
3571,Michigan,3/24/21,706550,16949,,,7074.798408,11183009,2.398839431,111977.2617
3572,Minnesota,3/24/21,508541,6866,,,9017.272758,7480929,1.35013696,132649.2402
3573,Mississippi,3/24/21,303625,6981,,,10201.94217,1818531,2.299217785,61103.49314
3574,Missouri,3/24/21,576914,8785,,,9399.931046,4770293,1.522757291,77724.62667
3575,Montana,3/24/21,103666,1431,,,9699.488575,1175353,1.380394729,109971.6686
3576,Nebraska,3/24/21,206939,2165,,,10697.79488,2534469,1.046202021,131020.3949
3577,Nevada,3/24/21,301727,5203,,,9795.835016,2895551,1.7244065,94006.63473
3578,New Hampshire,3/24/21,81521,1228,,,5995.465213,1594339,1.506360324,117255.7257
3579,New Jersey,3/24/21,877936,24292,,,9884.229002,11784885,2.766944288,132679.9472
3580,New Mexico,3/24/21,190275,3909,,,9074.416655,2932542,2.054394955,139856.0398
3581,New York,3/24/21,1816518,49717,,,9337.714571,43094389,2.736939573,221524.4242
3582,North Carolina,3/24/21,901262,11894,,,8593.199673,10273869,1.319705036,97957.53924
3583,North Dakota,3/24/21,102001,1495,,,13384.86895,1450582,1.465671905,190349.6041
3584,Ohio,3/24/21,1004670,18953,,,8594.93032,10747356,1.829555974,91943.40026
3585,Oklahoma,3/24/21,437439,4850,,,11021.94077,3699748,1.112040996,93499.49747
3586,Oregon,3/24/21,162383,2368,,,3850.002976,4085646,1.458280731,96868.20207
3587,Pennsylvania,3/24/21,999311,24857,,,7805.904223,11345465,2.487413828,88622.67418
3588,Rhode Island,3/24/21,134807,2606,,,12725.31271,3373765,1.933134036,318471.7013
3589,South Carolina,3/24/21,543925,9055,,,10564.28848,5489821,1.664751574,106625.0912
3590,South Dakota,3/24/21,116370,1924,,,13154.221,717288,1.653347083,81080.7328
3591,Tennessee,3/24/21,804492,11792,,,11780.22408,7106932,1.465769703,104067.2269
3592,Texas,3/24/21,2766259,47689,,,9540.179172,20833344,1.723952819,71849.32232
3593,Utah,3/24/21,382733,2082,,,11938.17885,3024441,0.543982358,94338.13543
3594,Vermont,3/24/21,18028,222,,,2889.153495,1258372,1.231417795,201665.7345
3595,Virginia,3/24/21,608704,10143,,,7131.423408,6337388,1.666327148,74247.24847
3596,Washington,3/24/21,357499,5200,,,4694.734384,5733615,1.454549523,75294.75463
3597,West Virginia,3/24/21,138818,2619,,,7745.904772,2402189,1.886642943,134039.73
3598,Wisconsin,3/24/21,631301,7263,,,10842.56172,7414086,1.150481308,127336.54
3599,Wyoming,3/24/21,55887,695,,,9656.350916,673358,1.243580797,116345.1454
3600,Alabama,3/25/21,513138,10504,,,10465.40157,2386128,2.047012694,48664.85764
3601,Alaska,3/25/21,62063,313,,,8471.93269,1857100,0.505034207,253859.9813
3602,Arizona,3/25/21,837987,16874,,,11512.83942,8369437,2.013635056,114985.0585
3603,Arkansas,3/25/21,329511,5571,,,10918.89997,2827904,1.690687109,93707.34481
3604,California,3/25/21,3653168,58375,,,9245.665575,52630376,1.599543191,133200.2403
3605,Colorado,3/25/21,454893,6082,,,7899.181348,6791625,1.337017716,117936.0367
3606,Connecticut,3/25/21,303510,7862,,,8512.919156,6988912,2.590359461,196026.6312
3607,Delaware,3/25/21,93038,1536,,,9554.471104,1529900,1.650938326,157111.9902
3608,Florida,3/25/21,2027429,32957,,,9439.677001,23272104,1.625556308,108354.5441
3609,Georgia,3/25/21,1051361,18751,,,9902.22392,7670684,1.783497771,72246.19383
3610,Hawaii,3/25/21,30095,458,,,2076.882656,1232224,1.554104605,87029.33599
3611,Idaho,3/25/21,178887,1954,,,10010.10036,668735,1.09230967,37420.85487
3612,Illinois,3/25/21,1229806,23442,,,9705.045549,19805516,1.906154304,156295.7368
3613,Indiana,3/25/21,680998,12982,,,10115.50575,8697759,1.906319842,129196.0199
3614,Iowa,3/25/21,348498,5708,,,11045.65033,1358001,1.637886014,43041.86595
3615,Kansas,3/25/21,302549,4837,,,10385.04603,1306875,1.598749294,44858.7073
3616,Kentucky,3/25/21,423414,5970,,,9477.282693,4112263,1.409967549,92044.85198
3617,Louisiana,3/25/21,442620,10073,,,9521.179041,5951320,2.275767024,128018.5786
3618,Maine,3/25/21,49190,731,,,3659.393012,1716462,1.486074405,127692.8044
3619,Maryland,3/25/21,403982,8217,,,6682.159823,8550257,2.034001515,141427.5483
3620,Massachusetts,3/25/21,622226,17010,,,9027.576774,18201030,2.733733402,264069.9612
3621,Michigan,3/25/21,712393,17003,,,7133.305303,11221588,2.386744395,112363.5594
3622,Minnesota,3/25/21,510398,6892,,,9050.200439,7500947,1.350318771,133004.1925
3623,Mississippi,3/25/21,303942,6987,,,10212.59352,1818761,2.298793849,61111.22125
3624,Missouri,3/25/21,578148,8788,,,9420.037188,4784242,1.520026014,77951.90428
3625,Montana,3/25/21,103830,1435,,,9714.833202,1179826,1.38206684,110390.1839
3626,Nebraska,3/25/21,207227,2174,,,10712.68316,2544052,1.049091093,131515.7919
3627,Nevada,3/25/21,302171,5215,,,9810.24987,2902162,1.725843976,94221.26672
3628,New Hampshire,3/25/21,82039,1229,,,6033.561544,1603304,1.498067992,117915.0569
3629,New Jersey,3/25/21,881882,24330,,,9928.654983,11830937,2.758872502,133198.4229
3630,New Mexico,3/25/21,190491,3916,,,9084.717924,2938591,2.055740166,140144.523
3631,New York,3/25/21,1825069,49790,,,9381.670533,43301885,2.728116033,222591.0464
3632,North Carolina,3/25/21,903374,11987,,,8613.336812,10294707,1.326914434,98156.22186
3633,North Dakota,3/25/21,102198,1497,,,13410.71986,1452436,1.464803617,190592.8914
3634,Ohio,3/25/21,1006171,18973,,,8607.771343,10766394,1.826826653,92106.26994
3635,Oklahoma,3/25/21,437821,4850,,,11031.26609,3709814,1.111100929,93753.88397
3636,Oregon,3/25/21,162804,2370,,,3859.984632,4098594,1.455738188,97175.19134
3637,Pennsylvania,3/25/21,1002909,24898,,,7834.009231,11389541,2.48257818,88966.96443
3638,Rhode Island,3/25/21,135290,2607,,,12770.90623,3394250,1.92697169,320405.4142
3639,South Carolina,3/25/21,545254,9083,,,10590.10075,5504431,1.665829137,106908.8514
3640,South Dakota,3/25/21,116624,1927,,,13182.93263,718805,1.652318562,81252.2113
3641,Tennessee,3/25/21,806011,11796,,,11802.46689,7124858,1.4635036,104329.7184
3642,Texas,3/25/21,2769451,47822,,,9551.187632,20903330,1.72676823,72090.68764
3643,Utah,3/25/21,383260,2088,,,11954.617,3033144,0.544799875,94609.59875
3644,Vermont,3/25/21,18215,223,,,2919.121972,1263878,1.224265715,202548.1218
3645,Virginia,3/25/21,610263,10147,,,7149.688261,6356719,1.662725743,74473.72562
3646,Washington,3/25/21,358606,5213,,,4709.271686,5756387,1.453684545,75593.8002
3647,West Virginia,3/25/21,139251,2624,,,7770.065737,2411199,1.884367078,134542.4789
3648,Wisconsin,3/25/21,632123,7267,,,10856.67953,7458664,1.149618033,128102.1648
3649,Wyoming,3/25/21,55920,695,,,9662.052772,675713,1.242846924,116752.0505
3650,Alabama,3/26/21,513580,10523,,,10474.41612,2390380,2.048950504,48751.57678
3651,Alaska,3/26/21,62255,313,,,8497.221634,1863992,0.503531153,254802.0969
3652,Arizona,3/26/21,838558,16898,,,11520.68421,8400353,2.015125966,115409.8037
3653,Arkansas,3/26/21,329695,5583,,,10924.99712,2834127,1.693383278,93913.55436
3654,California,3/26/21,3656610,58605,,,9262.923526,52765254,1.602300773,133541.598
3655,Colorado,3/26/21,456302,6086,,,7923.648523,6823570,1.333765795,118490.7591
3656,Connecticut,3/26/21,305210,7865,,,8560.601152,7024484,2.576914256,197024.363
3657,Delaware,3/26/21,93325,1536,,,9583.944364,1534540,1.645861238,157588.4917
3658,Florida,3/26/21,2033179,33116,,,9466.448909,20519457,1.628779365,95538.26364
3659,Georgia,3/26/21,1053020,18849,,,9917.849181,7694089,1.789994492,72466.63338
3660,Hawaii,3/26/21,30265,459,,,2091.149482,1238627,1.546879222,87481.56613
3661,Idaho,3/26/21,179204,1954,,,10027.83894,670014,1.090377447,37492.42473
3662,Illinois,3/26/21,1232801,23472,,,9728.680669,19895617,1.903956924,157006.7712
3663,Indiana,3/26/21,682099,13002,,,10131.85994,8715517,1.90617491,129459.7962
3664,Iowa,3/26/21,349057,5716,,,11063.36785,1359955,1.637554898,43103.79801
3665,Kansas,3/26/21,302988,4848,,,10400.11478,1306875,1.600063369,44858.7073
3666,Kentucky,3/26/21,424055,6008,,,9491.630207,4128409,1.416797349,92406.24817
3667,Louisiana,3/26/21,443069,10087,,,9530.83746,5964279,2.276620572,128297.3391
3668,Maine,3/26/21,49443,731,,,3678.214448,1736789,1.478470158,129204.9915
3669,Maryland,3/26/21,405343,8232,,,6704.671766,8591384,2.030872619,142107.8191
3670,Massachusetts,3/26/21,624986,17051,,,9067.620283,18312783,2.728221112,265691.3316
3671,Michigan,3/26/21,718455,17023,,,7194.005081,11271412,2.369389871,112862.4551
3672,Minnesota,3/26/21,512097,6899,,,9080.326518,7536605,1.347205705,133636.4678
3673,Mississippi,3/26/21,304210,6998,,,10221.59845,1818951,2.300384603,61117.60533
3674,Missouri,3/26/21,579058,8792,,,9434.864246,4802095,1.518328043,78242.79161
3675,Montana,3/26/21,103980,1435,,,9728.867922,1185034,1.380073091,110877.4694
3676,Nebraska,3/26/21,207667,2175,,,10735.42913,2554999,1.047349844,132081.7015
3677,Nevada,3/26/21,302616,5226,,,9824.697191,2911503,1.726941074,94524.53058
3678,New Hampshire,3/26/21,82374,1231,,,6058.199132,1603304,1.494403574,117915.0569
3679,New Jersey,3/26/21,887481,24358,,,9991.691238,11884282,2.744622138,133799.0068
3680,New Mexico,3/26/21,190716,3923,,,9095.448413,2949537,2.056985256,140666.5493
3681,New York,3/26/21,1833128,49848,,,9423.097396,43570161,2.719286378,223970.105
3682,North Carolina,3/26/21,905528,12028,,,8633.874405,10334599,1.328285818,98536.57732
3683,North Dakota,3/26/21,102382,1498,,,13434.86488,1456679,1.463147819,191149.6702
3684,Ohio,3/26/21,1008913,18983,,,8631.229094,10804087,1.836134533,92428.73275
3685,Oklahoma,3/26/21,438295,4850,,,11043.06804,3716363,1.109913473,93919.38935
3686,Oregon,3/26/21,163294,2373,,,3871.602236,4112003,1.453207099,97493.11064
3687,Pennsylvania,3/26/21,1007892,24932,,,7872.93287,11437711,2.473677735,89343.23409
3688,Rhode Island,3/26/21,135775,2608,,,12816.68855,3417515,1.920824894,322601.5494
3689,South Carolina,3/26/21,546670,9092,,,10617.60276,5505078,1.66316059,106921.4177
3690,South Dakota,3/26/21,116833,1928,,,13206.55755,726200,1.650218688,82088.12661
3691,Tennessee,3/26/21,806792,11816,,,11813.90312,7144455,1.464565836,104616.6784
3692,Texas,3/26/21,2776370,47947,,,9575.049642,20971296,1.726967227,72325.08645
3693,Utah,3/26/21,383713,2091,,,11968.74694,3043389,0.544938535,94929.16002
3694,Vermont,3/26/21,18498,224,,,2964.475335,1282792,1.210941723,205579.265
3695,Virginia,3/26/21,612062,10154,,,7170.764894,6380146,1.65898226,74748.19047
3696,Washington,3/26/21,359666,5218,,,4723.191777,5777929,1.450790456,75876.69321
3697,West Virginia,3/26/21,139750,2628,,,7797.909435,2422268,1.880500894,135160.118
3698,Wisconsin,3/26/21,632945,7271,,,10870.79733,7489419,1.148757001,128630.3804
3699,Wyoming,3/26/21,56046,695,,,9683.823491,678705,1.240052814,117269.0187
3700,Alabama,3/27/21,514072,10526,,,10484.45041,2393751,2.047573103,48820.32801
3701,Alaska,3/27/21,62263,313,,,8497.221634,1873407,0.503531153,256089.0991
3702,Arizona,3/27/21,839334,16912,,,11531.34543,8427112,2.014930886,115777.4371
3703,Arkansas,3/27/21,329860,5590,,,10930.46467,2838261,1.69465834,94050.54139
3704,California,3/27/21,3658714,58795,,,9259.701738,52962296,1.607532045,134040.2842
3705,Colorado,3/27/21,457597,6089,,,7946.136097,6858849,1.330646836,119103.3762
3706,Connecticut,3/27/21,305210,7865,,,8560.601152,7076592,2.576914256,198485.9003
3707,Delaware,3/27/21,93701,1544,,,9622.557416,1542258,1.647794581,158381.0862
3708,Florida,3/27/21,2039062,33142,,,9493.840063,20584791,1.625355188,95842.4577
